bay_id,slot_num,typedesc,fromday,today,starttime,endtime,duration_mins,disabilityext_mins,plain_english,is_strict,rule_category,id,exemption
24768,2,2P,1,6,18:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3852,
24246,1,2P Meter,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3853,
24246,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3854,
24305,1,2P Meter,1,5,07:30:00,16:00:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3855,
29476,1,3P Meter,1,6,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3856,
29476,2,3P,0,0,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. No payment required.,False,timed,3857,
24304,1,2P Meter,1,5,07:30:00,16:00:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3858,
29699,1,2P,1,6,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3859,
25877,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3860,
25877,2,2P,6,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3861,
29644,1,2P Ticket A,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Display a valid parking ticket purchased from the ticket machine.,False,timed,3862,
27294,1,P/ (No Parking) - No Park,1,0,00:00:00,11:59:00,2.0,0.0,No parking — you may stop only briefly to drop off or pick up a passenger. You cannot leave your vehicle unattended here during these hours.,True,no_standing,3863,
28970,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3864,
28970,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3865,
23520,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3866,
23263,1,2P Ticket A,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Display a valid parking ticket purchased from the ticket machine.,False,timed,3867,
23263,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3868,
23521,1,1P Meter,1,5,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3869,
29372,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3870,
29372,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3871,
25815,1,1P Meter,1,5,09:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3872,
25815,2,2P Meter,1,6,18:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3873,
27008,1,3P Meter,1,6,07:30:00,20:30:00,180.0,360.0,Park for up to 3 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3874,
27008,2,3P,0,0,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. No payment required.,False,timed,3875,
23177,1,1P Meter,1,5,09:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3876,
23177,2,2P Meter,1,6,18:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3877,
23177,4,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3878,
27051,1,1/2P Meter,1,5,09:30:00,16:00:00,30.0,60.0,Park for up to 30 minutes. Pay at the parking meter.,False,timed,3879,
27051,4,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3880,
26299,1,4P Meter,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3881,
25983,1,2P Meter,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3882,
25983,2,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3883,
28073,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3884,
28073,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3885,
27629,1,Loading Zone 15M,1,0,07:30:00,19:30:00,15.0,0.0,Loading zone — for commercial vehicles loading or unloading goods only. Passenger vehicles may not use this space during these hours.,True,loading,3886,
28064,1,1P Meter,1,5,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3887,
23777,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3888,
23777,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3889,
24544,1,4P Ticket A,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Display a valid parking ticket purchased from the ticket machine.,False,timed,3890,
24543,1,4P Ticket A,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Display a valid parking ticket purchased from the ticket machine.,False,timed,3891,
24524,1,3P Meter,1,6,07:30:00,20:30:00,180.0,360.0,Park for up to 3 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3892,
24524,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3893,
23466,1,2P Meter,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3894,
23466,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3895,
21726,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3896,
21886,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3897,
21741,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3898,
27185,1,2P Meter,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3899,
27185,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3900,
25414,1,1P,1,0,07:30:00,23:00:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3901,
21875,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3902,
23819,1,4P,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. No payment required.,False,timed,3903,
23819,2,2P,6,6,07:30:00,12:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3904,
23823,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3905,
27524,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3906,
27524,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3907,
23925,1,4P Meter,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3908,
26503,1,1/4P,1,5,07:30:00,09:30:00,15.0,30.0,Restriction: 1/4P. Check the physical sign for full details.,False,timed,3909,
26503,2,Loading Zone 15M,1,5,09:30:00,16:00:00,15.0,0.0,Loading zone — for commercial vehicles loading or unloading goods only. Passenger vehicles may not use this space during these hours.,True,loading,3910,
28676,1,1P Meter,1,6,07:30:00,23:00:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3911,
27551,1,4P Ticket A,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Display a valid parking ticket purchased from the ticket machine.,False,timed,3912,
23679,1,4P Meter,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3913,
23679,2,2P,6,6,07:30:00,12:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3914,
25148,1,4P Meter,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3915,
25148,2,2P,6,6,07:30:00,12:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3916,
24977,1,4P Meter,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3917,
24977,2,2P,6,6,07:30:00,12:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3918,
23704,1,P 10 Mins,1,0,00:00:00,23:59:00,10.0,20.0,Restriction: P 10 Mins. Check the physical sign for full details.,False,timed,3919,
29669,1,3P Meter,1,6,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3920,
29669,2,3P,0,0,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. No payment required.,False,timed,3921,
29134,1,1P Ticket A,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Display a valid parking ticket purchased from the ticket machine.,False,timed,3922,
29134,2,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3923,
23706,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3924,
23706,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3925,
27872,1,1P,1,0,07:30:00,22:00:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3926,
27279,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3927,
23241,1,1/4P,1,0,07:30:00,18:30:00,15.0,30.0,Restriction: 1/4P. Check the physical sign for full details.,False,timed,3928,
27831,1,1P,1,0,07:30:00,22:00:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3929,
27832,1,4P,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. No payment required.,False,timed,3930,
28041,1,2P Area,1,0,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3931,
28041,2,2P,1,0,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3932,
27716,1,3P,1,5,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. No payment required.,False,timed,3933,
29819,1,1/2P,1,5,07:30:00,21:00:00,30.0,60.0,Park for up to 30 minutes. No payment required.,False,timed,3934,
27990,1,4P,1,0,07:30:00,23:00:00,240.0,480.0,Park for up to 4 hours. No payment required.,False,timed,3935,
27807,1,3P,1,0,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. No payment required.,False,timed,3936,
27988,1,4P,1,0,07:30:00,23:00:00,240.0,480.0,Park for up to 4 hours. No payment required.,False,timed,3937,
29020,1,2P Meter,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3938,
29020,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3939,
30054,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3940,
30054,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3941,
24691,1,1P,1,5,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3942,
30450,1,1P Meter,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3943,
30450,2,2P,1,6,18:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3944,
30450,3,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3945,
26731,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3946,
30493,1,3P Meter,1,6,07:30:00,20:30:00,180.0,360.0,Park for up to 3 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3947,
30493,2,3P,0,0,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. No payment required.,False,timed,3948,
24276,1,4P,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. No payment required.,False,timed,3949,
24276,2,2P,6,6,07:30:00,12:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3950,
26180,1,1P Meter,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3951,
26180,2,2P,1,6,18:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3952,
27924,1,2P,1,0,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3953,
24170,1,2P Ticket A,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Display a valid parking ticket purchased from the ticket machine.,False,timed,3954,
24170,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3955,
24278,1,3P Meter,1,6,07:30:00,20:30:00,180.0,360.0,Park for up to 3 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3956,
24278,2,3P,0,0,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. No payment required.,False,timed,3957,
30448,1,2P Disabled Only,1,0,07:30:00,20:30:00,120.0,0.0,Park for up to 2 hours. No payment required.,False,disabled,3958,
30448,2,Disabled Only,1,0,20:30:00,23:59:00,1440.0,0.0,Restriction: Disabled Only. Check the physical sign for full details.,False,disabled,3959,
25325,1,1P,1,0,07:30:00,22:00:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3960,
24736,1,2P Meter,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3961,
24736,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3962,
26735,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3963,
25330,1,2P Meter,1,0,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3964,
27680,1,2P,2,2,10:00:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3965,
30033,1,4P Ticket A,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Display a valid parking ticket purchased from the ticket machine.,False,timed,3966,
23590,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3967,
23590,2,1/4P,1,0,07:30:00,21:00:00,15.0,30.0,Restriction: 1/4P. Check the physical sign for full details.,False,timed,3968,
23590,3,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3969,
25095,1,1/2P,1,5,07:30:00,18:30:00,30.0,60.0,Park for up to 30 minutes. No payment required.,False,timed,3970,
25112,1,1P Meter,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3971,
25112,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3972,
24675,1,1/2P,1,0,07:30:00,23:00:00,30.0,60.0,Park for up to 30 minutes. No payment required.,False,timed,3973,
30612,1,3P Meter,1,6,07:30:00,20:30:00,180.0,360.0,Park for up to 3 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3974,
30612,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3975,
29886,1,1P Meter,1,6,07:30:00,23:00:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3976,
29886,2,1P,0,0,07:30:00,23:00:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3977,
27248,1,Loading Zone 15M,1,5,09:30:00,19:30:00,15.0,0.0,Loading zone — for commercial vehicles loading or unloading goods only. Passenger vehicles may not use this space during these hours.,True,loading,3978,
27248,2,2P Meter,6,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3979,
27248,3,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3980,
25524,1,2P,1,5,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3981,
25524,2,1P,6,0,07:30:00,23:00:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3982,
27659,1,2P,1,0,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3983,
29186,1,2P Meter,1,5,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3984,
26749,1,2P Meter,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3985,
26749,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3986,
25133,1,1P,1,5,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3987,
27682,1,2P,1,0,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3988,
25686,1,2P Meter,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3989,
25686,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3990,
27953,1,2P,1,0,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3991,
25277,1,1P,1,0,07:30:00,22:00:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3992,
30191,1,Loading Zone 15M,1,0,07:30:00,18:30:00,15.0,0.0,Loading zone — for commercial vehicles loading or unloading goods only. Passenger vehicles may not use this space during these hours.,True,loading,3993,
26104,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,3994,
26104,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3995,
30192,1,2P Disabled Only,1,6,07:30:00,18:30:00,120.0,0.0,Park for up to 2 hours. No payment required.,False,disabled,3996,
30288,1,Loading Zone 30M,1,0,07:30:00,18:30:00,30.0,0.0,Loading zone — for commercial vehicles loading or unloading goods only. Passenger vehicles may not use this space during these hours.,True,loading,3997,
25305,1,2P,1,0,07:30:00,22:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,3998,
21843,1,1P,1,5,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,3999,
24202,1,1P Meter,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4000,
24202,2,2P,1,6,18:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4001,
24202,3,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,4002,
26107,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4003,
26107,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4004,
30287,1,Loading Zone 1HR,1,0,00:00:00,23:59:00,60.0,0.0,Loading zone — for commercial vehicles loading or unloading goods only. Passenger vehicles may not use this space during these hours.,True,loading,4005,
27345,1,2P Meter,1,5,09:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4006,
30512,1,P/ 15 Min -No Park,1,5,04:00:00,06:30:00,15.0,30.0,Restriction: P/ 15 Min -No Park. Check the physical sign for full details.,True,no_standing,4007,
30512,2,2P Meter,1,5,09:00:00,16:00:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4008,
30734,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4009,
30734,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4010,
24200,1,1P Meter,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4011,
24200,2,2P,1,6,18:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4012,
24200,3,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,4013,
27663,1,2P,1,0,07:30:00,23:00:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4014,
30661,1,Loading Zone 15M,1,0,07:30:00,22:00:00,15.0,0.0,Loading zone — for commercial vehicles loading or unloading goods only. Passenger vehicles may not use this space during these hours.,True,loading,4015,
24198,1,1P Meter,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4016,
24198,2,2P,1,6,18:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4017,
24992,1,1P,1,5,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,4018,
24992,2,2P,6,6,07:30:00,12:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4019,
30717,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4020,
30717,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4021,
30403,1,1P Meter,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4022,
30403,2,2P,1,6,18:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4023,
28634,1,4P Ticket A,1,5,07:30:00,18:30:00,240.0,480.0,Park for up to 4 hours. Display a valid parking ticket purchased from the ticket machine.,False,timed,4024,
30685,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4025,
30685,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4026,
30700,1,1P Meter,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4027,
30700,2,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,4028,
30471,1,1P Disabled Only,1,0,00:00:00,23:59:00,60.0,0.0,Park for up to 1 hour. No payment required.,False,disabled,4029,
30695,1,1P Meter,1,6,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4030,
30695,2,1P,0,0,07:30:00,18:30:00,60.0,120.0,Park for up to 1 hour. No payment required.,False,timed,4031,
30399,1,2P Meter,1,5,09:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4032,
23148,1,3P Meter,1,6,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4033,
23148,2,3P,0,0,07:30:00,18:30:00,180.0,360.0,Park for up to 3 hours. No payment required.,False,timed,4034,
24929,1,2P Disabled Only,1,0,00:00:00,23:59:00,120.0,0.0,Park for up to 2 hours. No payment required.,False,disabled,4035,
24916,1,2P Ticket A,1,6,07:30:00,20:30:00,120.0,240.0,Park for up to 2 hours. Display a valid parking ticket purchased from the ticket machine.,False,timed,4036,
24916,2,2P,0,0,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. No payment required.,False,timed,4037,
24849,1,2P Meter,1,6,07:30:00,18:30:00,120.0,240.0,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,4038,
